id,Gender,Age,City,Profession,CGPA,Sleep Duration,Dietary Habits,Degree,Work/Study Hours
9095,Female,18,Meerut,Student,5.86,'Less than 5 hours',Healthy,'Class 12',8
9096,Male,29,Kolkata,Student,7.88,'More than 8 hours',Healthy,B.Ed,0
9098,Male,24,Thane,Student,9.79,'7-8 hours',Unhealthy,B.Ed,10
9099,Male,25,Patna,Student,6.47,'Less than 5 hours',Unhealthy,MA,6
9110,Male,29,Surat,Student,9.24,'Less than 5 hours',Moderate,B.Ed,12
9119,Male,18,Hyderabad,Student,9.74,'7-8 hours',Unhealthy,'Class 12',6
9123,Male,21,Meerut,Student,9.96,'Less than 5 hours',Unhealthy,BCA,12
9127,Female,22,Agra,Student,8.04,'5-6 hours',Moderate,BA,7
9131,Female,25,Kolkata,Student,8.04,'More than 8 hours',Moderate,BHM,10
9136,Male,23,Agra,Student,7.77,'5-6 hours',Moderate,MSc,12
9138,Female,18,Kanpur,Student,9.96,'More than 8 hours',Moderate,'Class 12',11
9149,Male,28,Ahmedabad,Student,5.32,'Less than 5 hours',Unhealthy,B.Arch,0
9151,Female,32,Pune,Student,9.21,'Less than 5 hours',Unhealthy,'Class 12',12
9152,Female,21,Nashik,Student,8.91,'7-8 hours',Moderate,BHM,10
9153,Male,29,Surat,Student,6,'Less than 5 hours',Moderate,LLB,9
9154,Female,33,Rajkot,Student,7.14,'7-8 hours',Moderate,M.Tech,10
9158,Male,18,Agra,Student,5.58,'5-6 hours',Unhealthy,'Class 12',10
9168,Female,28,Kanpur,Student,5.85,'More than 8 hours',Moderate,B.Tech,10
9181,Male,33,Delhi,Student,6.75,'Less than 5 hours',Healthy,M.Com,2
9187,Female,20,Kolkata,Student,6.73,'More than 8 hours',Unhealthy,'Class 12',0
9195,Female,34,Jaipur,Student,7.3,'Less than 5 hours',Unhealthy,BE,0
9196,Female,25,Ludhiana,Student,8.7,'Less than 5 hours',Unhealthy,B.Com,5
9200,Male,18,Ahmedabad,Student,8.73,'More than 8 hours',Moderate,'Class 12',3
9205,Male,21,Surat,Student,5.88,'7-8 hours',Unhealthy,MCA,9
9210,Male,26,Jaipur,Student,6.99,'5-6 hours',Unhealthy,M.Pharm,12
9211,Male,29,Surat,Student,9.24,'5-6 hours',Moderate,BCA,10
9212,Female,18,Pune,Student,5.89,'More than 8 hours',Unhealthy,'Class 12',8
9225,Female,34,Nashik,Student,9.44,'More than 8 hours',Healthy,B.Com,12
9226,Male,28,Surat,Student,6.16,'More than 8 hours',Moderate,B.Ed,11
9233,Male,19,Rajkot,Student,6.25,'More than 8 hours',Healthy,'Class 12',10
9236,Male,21,Thane,Student,8.08,'Less than 5 hours',Unhealthy,MSc,10
9238,Male,24,Bhopal,Student,7.22,'More than 8 hours',Unhealthy,LLB,9
9239,Male,33,Visakhapatnam,Student,8.91,'More than 8 hours',Unhealthy,B.Tech,11
9243,Female,32,Vasai-Virar,Student,8.09,'7-8 hours',Moderate,MBBS,11
9247,Male,32,Jaipur,Student,7.77,'More than 8 hours',Moderate,M.Tech,8
9248,Male,20,Hyderabad,Student,8.04,'5-6 hours',Unhealthy,'Class 12',11
9249,Female,28,Jaipur,Student,9.93,'7-8 hours',Moderate,MA,4
9254,Male,30,Pune,Student,6,'5-6 hours',Unhealthy,M.Com,6
9280,Female,20,Kanpur,Student,6.16,'5-6 hours',Healthy,'Class 12',11
9284,Female,29,Pune,Student,7.25,'5-6 hours',Moderate,BCA,8
9285,Male,21,Vadodara,Student,9.6,'7-8 hours',Moderate,MCA,11
9287,Male,18,Indore,Student,7.9,'7-8 hours',Unhealthy,'Class 12',12
9291,Male,22,Patna,Student,8.42,'Less than 5 hours',Unhealthy,B.Com,7
9293,Female,18,Patna,Student,9.96,'5-6 hours',Moderate,'Class 12',10
9294,Male,25,Hyderabad,Student,9.21,'Less than 5 hours',Unhealthy,B.Ed,11
9304,Male,34,Vasai-Virar,Student,9.24,'Less than 5 hours',Healthy,BCA,2
9306,Female,34,Thane,Student,7.8,'5-6 hours',Moderate,M.Ed,10
9320,Male,24,Varanasi,Student,6.04,'Less than 5 hours',Unhealthy,B.Arch,11
9329,Male,19,Vadodara,Student,6,'5-6 hours',Moderate,'Class 12',5
9330,Female,24,Patna,Student,8.04,'Less than 5 hours',Moderate,MBBS,10
9335,Male,23,Thane,Student,8.65,'More than 8 hours',Moderate,B.Com,11
9337,Male,33,Agra,Student,7.1,'Less than 5 hours',Healthy,MSc,9
9344,Male,22,Ghaziabad,Student,8.46,'7-8 hours',Moderate,MSc,3
9349,Male,23,Hyderabad,Student,9.44,'Less than 5 hours',Unhealthy,BSc,4
9352,Female,29,Thane,Student,7.77,'Less than 5 hours',Moderate,B.Com,2
9353,Male,21,Jaipur,Student,8.69,'Less than 5 hours',Unhealthy,MCA,2
9364,Female,24,Varanasi,Student,9.24,'5-6 hours',Unhealthy,B.Com,7
9365,Male,32,Bhopal,Student,8.74,'5-6 hours',Unhealthy,B.Ed,4
9371,Male,32,Srinagar,Student,5.88,'7-8 hours',Moderate,B.Ed,9
9372,Male,21,Pune,Student,5.74,'7-8 hours',Moderate,MCA,10
9386,Female,28,Delhi,Student,7.88,'Less than 5 hours',Healthy,LLB,1
9397,Female,32,Bhopal,Student,8.01,'Less than 5 hours',Unhealthy,MBBS,8
9400,Male,19,Ahmedabad,Student,9.21,'5-6 hours',Unhealthy,'Class 12',4
9401,Female,27,Surat,Student,9.37,'7-8 hours',Moderate,LLB,9
9405,Female,22,Kanpur,Student,6.63,'7-8 hours',Healthy,MCA,1
9410,Male,33,Patna,Student,8.74,'Less than 5 hours',Unhealthy,B.Ed,10
9412,Male,26,Patna,Student,8.74,'Less than 5 hours',Healthy,B.Tech,12
9414,Male,18,Visakhapatnam,Student,5.32,'Less than 5 hours',Unhealthy,'Class 12',6
9415,Male,24,Vasai-Virar,Student,9.11,'5-6 hours',Moderate,B.Arch,0
9417,Female,26,Visakhapatnam,Student,7.74,'More than 8 hours',Healthy,MCA,10
9418,Male,28,Mumbai,Student,9.66,'More than 8 hours',Healthy,B.Pharm,11
9421,Male,27,Nashik,Student,8.46,'Less than 5 hours',Unhealthy,BSc,11
9422,Female,31,Bhopal,Student,7.08,'5-6 hours',Healthy,LLB,10
9424,Female,34,Pune,Student,5.98,'7-8 hours',Unhealthy,M.Com,11
9427,Female,31,Srinagar,Student,6.91,'Less than 5 hours',Unhealthy,LLB,2
9430,Male,30,Pune,Student,5.57,'Less than 5 hours',Unhealthy,M.Tech,1
9434,Male,28,Vasai-Virar,Student,8.4,'5-6 hours',Unhealthy,BSc,8
9439,Female,21,Jaipur,Student,8.47,'7-8 hours',Healthy,B.Arch,6
9440,Male,23,Meerut,Student,7.08,'5-6 hours',Unhealthy,BCA,12
9441,Female,29,Hyderabad,Student,8.74,'5-6 hours',Healthy,BBA,5
9443,Male,34,Vadodara,Student,5.56,'5-6 hours',Moderate,B.Tech,8
9447,Male,28,Vadodara,Student,5.25,'5-6 hours',Moderate,BA,1
9450,Male,25,Vasai-Virar,Student,7.09,'More than 8 hours',Moderate,BE,8
9457,Female,27,Vadodara,Student,5.87,'7-8 hours',Unhealthy,BHM,6
9464,Female,25,Hyderabad,Student,9.04,'7-8 hours',Moderate,B.Tech,12
9483,Female,32,Kalyan,'UX/UI Designer',9.6,'7-8 hours',Moderate,PhD,5
9489,Female,25,Ghaziabad,Student,8.52,'7-8 hours',Unhealthy,B.Arch,10
9490,Male,31,Lucknow,Student,5.86,'Less than 5 hours',Healthy,MBA,12
9504,Male,21,Bhopal,Student,8.73,'5-6 hours',Moderate,MSc,12
9508,Female,18,Ahmedabad,Student,8.98,'More than 8 hours',Unhealthy,'Class 12',3
9515,Female,33,Bhopal,Student,8.13,'More than 8 hours',Moderate,M.Tech,10
9516,Male,20,Lucknow,Student,7.39,'More than 8 hours',Unhealthy,'Class 12',4
9521,Male,23,Hyderabad,Student,9.74,'7-8 hours',Healthy,B.Ed,11
9522,Male,26,Pune,Student,9.93,'5-6 hours',Unhealthy,B.Tech,10
9523,Male,28,Delhi,Student,5.99,'5-6 hours',Unhealthy,M.Ed,12
9528,Female,28,Chennai,Student,5.17,'Less than 5 hours',Healthy,MSc,12
9545,Male,23,Srinagar,Student,6.41,'Less than 5 hours',Unhealthy,BE,3
9550,Male,33,Agra,Student,9.33,'7-8 hours',Unhealthy,BSc,8
9569,Male,32,Vasai-Virar,Student,9.6,'More than 8 hours',Unhealthy,MCA,6
9573,Female,32,Visakhapatnam,Student,5.83,'7-8 hours',Moderate,MD,1
9578,Male,28,Bhopal,Student,9.44,'7-8 hours',Moderate,B.Ed,8
9579,Female,25,Thane,Student,8.28,'5-6 hours',Moderate,BCA,2
9583,Female,30,Srinagar,Student,7.9,'Less than 5 hours',Moderate,B.Ed,6
9586,Female,21,Thane,Student,5.65,'Less than 5 hours',Unhealthy,BCA,9
9587,Female,24,Vasai-Virar,Student,8.21,'5-6 hours',Moderate,B.Pharm,11
9588,Male,33,Patna,Student,8.78,'Less than 5 hours',Moderate,BHM,10
9591,Female,21,Nagpur,Student,5.3,'7-8 hours',Moderate,B.Arch,11
9595,Male,34,Srinagar,Student,7.09,'7-8 hours',Moderate,LLB,7
9600,Female,33,Pune,Student,5.64,'Less than 5 hours',Moderate,M.Ed,6
9606,Male,18,Surat,Student,6.99,'7-8 hours',Unhealthy,'Class 12',12
9608,Female,25,Agra,Student,9.04,'More than 8 hours',Moderate,BHM,10
9609,Male,34,Lucknow,Student,9.54,'7-8 hours',Healthy,B.Com,4
9622,Female,29,Kalyan,Student,7.94,'5-6 hours',Unhealthy,B.Tech,2
9631,Female,27,Vadodara,Student,7.15,'Less than 5 hours',Moderate,BSc,7
9632,Female,18,Vadodara,Student,9.44,'Less than 5 hours',Moderate,'Class 12',5
9636,Male,25,Rajkot,Student,6.1,'Less than 5 hours',Unhealthy,PhD,5
9639,Male,31,Ghaziabad,Student,7.77,'Less than 5 hours',Healthy,M.Tech,2
9645,Male,27,Jaipur,Student,7.1,'5-6 hours',Moderate,M.Pharm,6
9647,Male,27,Pune,Student,9.89,'7-8 hours',Moderate,M.Com,10
9648,Male,31,Hyderabad,Student,6.33,'More than 8 hours',Moderate,PhD,1
9649,Male,20,Jaipur,Student,9.89,'More than 8 hours',Unhealthy,'Class 12',7
9654,Male,33,Agra,Student,9.56,'More than 8 hours',Unhealthy,MD,0
9659,Female,34,Meerut,Student,5.76,'Less than 5 hours',Healthy,B.Arch,7
9662,Female,29,Delhi,Student,9.67,'More than 8 hours',Moderate,BCA,6
9666,Male,25,Faridabad,Student,6,'More than 8 hours',Healthy,M.Tech,1
9672,Male,18,Nashik,Student,8.74,'7-8 hours',Moderate,M.Com,11
9673,Female,32,Jaipur,Student,5.99,'7-8 hours',Unhealthy,B.Arch,10
9678,Female,34,Hyderabad,Student,7.47,'5-6 hours',Moderate,M.Ed,0
9684,Male,19,Patna,Student,9.41,'5-6 hours',Moderate,'Class 12',7
9695,Female,32,Patna,Student,6.42,'7-8 hours',Healthy,MCA,0
9696,Female,21,Rajkot,Student,8.89,'More than 8 hours',Moderate,B.Ed,12
9698,Male,28,Jaipur,Student,6.42,'Less than 5 hours',Moderate,MCA,6
9703,Female,20,Ludhiana,Student,5.59,'5-6 hours',Healthy,'Class 12',11
9708,Male,24,Hyderabad,Student,6.39,'7-8 hours',Moderate,BCA,9
9709,Male,29,Ahmedabad,Student,9.19,'More than 8 hours',Unhealthy,LLB,10
9710,Female,27,Srinagar,Student,7.7,'More than 8 hours',Unhealthy,B.Arch,12
9712,Male,21,Thane,Student,5.85,'7-8 hours',Unhealthy,MA,7
9719,Female,22,Srinagar,Student,8.04,'Less than 5 hours',Moderate,Others,10
9720,Male,28,Meerut,Student,7.08,'5-6 hours',Unhealthy,BHM,3
9728,Female,34,Meerut,Student,7.91,'7-8 hours',Unhealthy,M.Ed,8
9732,Female,31,Patna,Student,9.19,'Less than 5 hours',Unhealthy,MBA,0
9733,Female,31,Vasai-Virar,Student,8.7,'Less than 5 hours',Unhealthy,M.Ed,10
9745,Female,19,Delhi,Student,7.13,'Less than 5 hours',Unhealthy,'Class 12',11
9747,Male,23,Bangalore,Student,9.79,'5-6 hours',Moderate,MCA,12
9753,Male,28,Mumbai,Student,8.83,'7-8 hours',Moderate,BBA,7
9762,Male,25,Patna,Student,9.93,'7-8 hours',Unhealthy,M.Ed,8
9765,Female,30,Chennai,Student,5.52,'More than 8 hours',Moderate,BHM,2
9774,Male,32,Vadodara,Student,8.14,'7-8 hours',Moderate,B.Ed,0
9777,Male,25,Jaipur,Student,8.23,'Less than 5 hours',Unhealthy,PhD,10
9792,Male,31,Faridabad,Student,7.09,'5-6 hours',Moderate,ME,12
9806,Male,28,Mumbai,Student,9.24,'7-8 hours',Unhealthy,M.Tech,1
9808,Male,21,Patna,Student,9.36,'Less than 5 hours',Unhealthy,BCA,7
9810,Male,26,Vasai-Virar,Student,5.38,'More than 8 hours',Unhealthy,MBBS,6
9812,Female,24,Hyderabad,Student,9.6,'7-8 hours',Healthy,BCA,5
9815,Female,22,Srinagar,Student,6.47,'Less than 5 hours',Moderate,B.Com,0
9819,Male,21,Rajkot,Student,8.81,'Less than 5 hours',Unhealthy,B.Arch,8
9824,Female,31,Bangalore,Student,9.69,'Less than 5 hours',Moderate,M.Com,11
9829,Male,26,Visakhapatnam,Student,7.68,'Less than 5 hours',Moderate,MCA,10
9832,Male,29,Thane,Student,5.76,'Less than 5 hours',Unhealthy,B.Pharm,10
9833,Male,19,Hyderabad,Student,7.13,'7-8 hours',Unhealthy,'Class 12',11
9842,Male,33,Patna,Student,6.08,'More than 8 hours',Healthy,B.Ed,3
9844,Male,23,Patna,Student,5.24,'5-6 hours',Moderate,BSc,10
9845,Male,24,Surat,Student,9.39,'Less than 5 hours',Unhealthy,MBBS,3
9846,Male,34,Vasai-Virar,Student,7.8,'7-8 hours',Moderate,PhD,4
9851,Male,19,Ludhiana,Student,6.86,'7-8 hours',Unhealthy,'Class 12',9
9855,Female,22,Jaipur,Student,8.46,'Less than 5 hours',Moderate,MBA,9
9879,Female,23,Vasai-Virar,Student,6.39,'7-8 hours',Unhealthy,B.Tech,12
9880,Female,19,Surat,Student,8.63,'7-8 hours',Healthy,'Class 12',10
9883,Female,21,Pune,Student,8.63,'5-6 hours',Healthy,M.Tech,10
9885,Female,22,Kanpur,Student,10,'Less than 5 hours',Moderate,M.Com,7
9887,Female,27,Kolkata,Student,9.1,'5-6 hours',Healthy,M.Pharm,8
9893,Male,21,Bangalore,Student,8.24,'5-6 hours',Moderate,BBA,10
9895,Female,29,Surat,Student,7.53,'5-6 hours',Moderate,LLB,12
9902,Female,34,Varanasi,Student,8.95,'Less than 5 hours',Moderate,B.Ed,9
9906,Male,33,Surat,Student,5.32,'5-6 hours',Moderate,MSc,11
9907,Female,33,Ludhiana,Student,5.65,'5-6 hours',Healthy,M.Tech,10
9917,Male,27,Thane,Student,9.93,'7-8 hours',Unhealthy,MBA,12
9919,Female,24,Thane,Student,5.16,'5-6 hours',Unhealthy,MSc,10
9932,Female,30,Kalyan,Student,5.56,'Less than 5 hours',Unhealthy,MSc,6
9936,Male,29,Mumbai,Student,5.65,'Less than 5 hours',Unhealthy,B.Pharm,1
9937,Female,27,Hyderabad,Student,7.64,'5-6 hours',Moderate,B.Pharm,8
9945,Male,32,Kolkata,Student,7.11,'Less than 5 hours',Moderate,BBA,10
9950,Female,20,Bangalore,Student,7.88,'Less than 5 hours',Healthy,'Class 12',7
9959,Male,25,Nagpur,Student,8.92,'5-6 hours',Healthy,B.Ed,6
9961,Male,33,Indore,Student,5.76,'More than 8 hours',Moderate,BCA,6
9962,Male,31,Visakhapatnam,Student,5.88,'7-8 hours',Healthy,M.Ed,4
9966,Female,31,Ahmedabad,Student,7.15,'7-8 hours',Healthy,M.Tech,11
9967,Male,23,Kalyan,Student,5.86,'Less than 5 hours',Unhealthy,B.Tech,10
9971,Male,30,Delhi,Student,9.96,'7-8 hours',Unhealthy,LLB,9
9972,Male,34,Visakhapatnam,Student,9.24,'More than 8 hours',Moderate,LLM,4
9975,Male,21,Ludhiana,Student,9.06,'5-6 hours',Healthy,BE,0
9982,Male,23,Delhi,Student,5.79,'More than 8 hours',Moderate,B.Ed,9
9988,Female,34,Vasai-Virar,Student,7.08,'Less than 5 hours',Healthy,MBBS,5
9992,Female,23,Jaipur,Student,5.76,'Less than 5 hours',Healthy,B.Com,10
9994,Female,20,Srinagar,Student,5.64,'5-6 hours',Moderate,'Class 12',3
9995,Female,29,Ludhiana,Student,5.85,'Less than 5 hours',Healthy,B.Arch,10
9997,Male,29,Bangalore,Student,8.38,'7-8 hours',Unhealthy,BHM,12
10004,Female,27,Patna,Student,9.97,'5-6 hours',Unhealthy,PhD,2
10009,Female,20,Ahmedabad,Student,8.09,'Less than 5 hours',Healthy,'Class 12',11
10010,Female,21,Meerut,Student,7.83,'Less than 5 hours',Unhealthy,B.Ed,12
10011,Male,28,Agra,Student,5.8,'5-6 hours',Healthy,M.Tech,10
10013,Female,22,Surat,Student,6.89,'5-6 hours',Unhealthy,B.Ed,2
10019,Female,24,Lucknow,Student,6.28,'More than 8 hours',Healthy,BA,0
10030,Female,30,Ludhiana,Student,5.42,Others,Unhealthy,B.Ed,1
10033,Female,31,Vadodara,Student,7.53,'Less than 5 hours',Moderate,ME,7
10039,Female,23,Lucknow,Student,5.59,'5-6 hours',Healthy,B.Tech,5
10043,Male,27,Bhopal,Student,6.28,'Less than 5 hours',Moderate,B.Ed,11
10044,Male,20,Kanpur,Student,6.89,'More than 8 hours',Healthy,'Class 12',4
10046,Female,29,Kolkata,Student,9.5,'7-8 hours',Healthy,MBBS,3
10054,Female,21,Kalyan,Student,5.7,'7-8 hours',Moderate,MBA,0
10057,Male,29,Hyderabad,Student,8.74,'7-8 hours',Unhealthy,BE,11
10068,Male,20,Mumbai,Student,8.42,'7-8 hours',Unhealthy,'Class 12',11
10069,Female,33,Jaipur,Student,5.74,'Less than 5 hours',Moderate,PhD,10
10072,Male,33,Varanasi,Student,9.89,'7-8 hours',Healthy,BBA,0
10077,Male,24,Ghaziabad,Student,8.17,'5-6 hours',Moderate,BA,12
10082,Male,18,Ahmedabad,Student,6.21,'Less than 5 hours',Unhealthy,'Class 12',7
10094,Male,32,Vadodara,Student,8.24,'5-6 hours',Healthy,BCA,4
10100,Female,23,Thane,Student,5.57,'More than 8 hours',Moderate,B.Tech,10
10104,Male,29,Mumbai,Student,7.1,'5-6 hours',Healthy,MBBS,11
10117,Female,22,Kalyan,Student,8.74,'5-6 hours',Moderate,BBA,11
10122,Male,27,Vasai-Virar,Student,6,'More than 8 hours',Unhealthy,MSc,8
10123,Female,34,Agra,Student,7.25,'5-6 hours',Unhealthy,BSc,9
10130,Female,18,Vadodara,Student,5.37,'5-6 hours',Moderate,'Class 12',9
10134,Male,23,Lucknow,Student,7.75,'Less than 5 hours',Unhealthy,'Class 12',6
10154,Male,25,Visakhapatnam,Student,9.79,'More than 8 hours',Unhealthy,B.Ed,5
10160,Female,18,Pune,Student,6,'7-8 hours',Unhealthy,'Class 12',0
10178,Male,27,Patna,Student,5.24,'Less than 5 hours',Healthy,BSc,6
10197,Female,23,Jaipur,Student,8.74,'Less than 5 hours',Moderate,BCA,12
10199,Male,22,Kalyan,Student,5.88,'5-6 hours',Healthy,BCA,12
10202,Male,25,Lucknow,Student,9.37,'5-6 hours',Healthy,B.Ed,4
10203,Female,32,Srinagar,Student,5.42,'7-8 hours',Unhealthy,LLB,0
10212,Male,23,Hyderabad,Student,8,'More than 8 hours',Unhealthy,MCA,11
10213,Male,33,Meerut,Student,9.41,'Less than 5 hours',Healthy,MA,11
10221,Female,34,Thane,Student,8.91,'More than 8 hours',Moderate,MCA,8
10229,Male,23,Faridabad,Student,6.78,'More than 8 hours',Healthy,BSc,10
10230,Female,24,Patna,Student,9.84,'5-6 hours',Moderate,M.Ed,7
10244,Male,25,Ghaziabad,Student,5.85,'7-8 hours',Unhealthy,B.Pharm,7
10248,Female,23,Ludhiana,Student,7.27,'Less than 5 hours',Healthy,B.Arch,2
10250,Male,32,Vasai-Virar,Student,6.51,'5-6 hours',Unhealthy,BSc,9
10251,Male,29,Visakhapatnam,Student,7.83,'7-8 hours',Moderate,B.Pharm,3
10255,Male,25,Patna,Student,7.49,'Less than 5 hours',Healthy,B.Tech,10
10256,Male,24,Ghaziabad,Student,7.02,'Less than 5 hours',Moderate,M.Ed,9
10259,Male,31,Meerut,Student,9.41,'7-8 hours',Moderate,B.Tech,11
10262,Female,29,Kalyan,Student,9.56,'Less than 5 hours',Healthy,PhD,4
10264,Female,34,Rajkot,Student,5.12,'7-8 hours',Healthy,B.Pharm,11
10265,Male,24,Mumbai,Student,9.95,'More than 8 hours',Moderate,'Class 12',7
10268,Male,19,Pune,Student,6.21,'7-8 hours',Unhealthy,'Class 12',8
10276,Male,34,Kolkata,Student,8.14,'Less than 5 hours',Healthy,PhD,1
10283,Male,32,Rajkot,Student,8.04,'7-8 hours',Unhealthy,BCA,1
10289,Male,27,Kalyan,Student,8.04,'Less than 5 hours',Unhealthy,M.Com,4
10290,Female,19,Pune,Student,7.15,'5-6 hours',Unhealthy,'Class 12',3
10301,Male,23,Hyderabad,Student,7.09,'More than 8 hours',Unhealthy,B.Arch,12
10306,Male,28,Vadodara,Student,5.38,'Less than 5 hours',Unhealthy,B.Com,9
10307,Female,22,Srinagar,Student,6.02,'More than 8 hours',Moderate,B.Arch,1
10314,Female,20,Srinagar,Student,7.88,'Less than 5 hours',Unhealthy,'Class 12',6
10318,Male,34,Vasai-Virar,Student,5.82,'7-8 hours',Moderate,LLM,9
10322,Male,34,Kanpur,Student,8.71,'More than 8 hours',Unhealthy,BCA,8
10329,Female,24,Meerut,Student,7.08,'Less than 5 hours',Moderate,B.Arch,7
10331,Female,34,Ghaziabad,Student,9.11,'5-6 hours',Moderate,LLM,9
10335,Female,22,Nagpur,Student,7.53,'7-8 hours',Moderate,M.Com,8
10350,Male,24,Hyderabad,Student,8,'5-6 hours',Unhealthy,B.Arch,7
10353,Male,30,Kolkata,Student,7.88,'5-6 hours',Unhealthy,MSc,0
10358,Female,21,Ghaziabad,Student,7.09,'More than 8 hours',Moderate,B.Arch,8
10367,Male,25,Delhi,Student,9.24,'Less than 5 hours',Unhealthy,LLM,5
10370,Female,27,Jaipur,Student,8.08,'Less than 5 hours',Unhealthy,B.Ed,6
10376,Female,28,Srinagar,Student,8.52,'Less than 5 hours',Unhealthy,MSc,7
10385,Female,33,Vadodara,Student,9.02,'7-8 hours',Moderate,'Class 12',3
10408,Male,23,Nagpur,Student,8.79,'More than 8 hours',Healthy,B.Com,9
10411,Male,22,Bhopal,Student,7.04,'5-6 hours',Moderate,B.Tech,8
10412,Male,33,Patna,Student,9.29,'5-6 hours',Unhealthy,M.Tech,12
10413,Male,29,Srinagar,Student,5.74,'Less than 5 hours',Moderate,B.Arch,7
10415,Male,19,Nagpur,Student,5.88,'More than 8 hours',Unhealthy,'Class 12',10
10424,Male,32,Ghaziabad,Student,9.91,'7-8 hours',Unhealthy,BHM,12
10425,Female,19,Nagpur,Student,6.7,'Less than 5 hours',Moderate,'Class 12',8
10426,Female,24,Hyderabad,Student,6.02,'Less than 5 hours',Unhealthy,B.Arch,12
10442,Female,24,Kalyan,Student,9.04,'More than 8 hours',Unhealthy,B.Arch,6
10443,Female,33,Hyderabad,Student,9.72,'More than 8 hours',Moderate,BCA,11
10463,Male,27,Ludhiana,Student,7.77,'7-8 hours',Unhealthy,B.Com,0
10464,Male,19,Ludhiana,Student,9.26,'5-6 hours',Healthy,'Class 12',10
10465,Male,21,Vasai-Virar,Student,9.6,'More than 8 hours',Moderate,BSc,10
10468,Male,24,Ahmedabad,Student,7.09,'Less than 5 hours',Moderate,BE,10
10471,Male,33,Varanasi,Student,7.04,'7-8 hours',Moderate,MCA,6
10479,Female,18,Kalyan,Student,8.21,'Less than 5 hours',Unhealthy,'Class 12',0
10492,Male,26,Hyderabad,Student,9.69,'Less than 5 hours',Moderate,BE,11
10496,Female,18,Vasai-Virar,Student,9.89,'More than 8 hours',Moderate,'Class 12',8
10500,Male,29,Lucknow,Student,9.6,'More than 8 hours',Unhealthy,BCA,5
10502,Female,21,Bhopal,Student,9.85,'More than 8 hours',Moderate,MCA,10
10506,Male,26,Jaipur,Student,5.67,'7-8 hours',Healthy,BSc,8
10508,Female,28,Lucknow,Student,5.41,'Less than 5 hours',Moderate,B.Ed,10
10509,Female,28,Srinagar,Student,8.69,'7-8 hours',Moderate,MBBS,3
10511,Female,29,Vasai-Virar,Student,8.28,'Less than 5 hours',Healthy,M.Ed,10
10512,Male,34,Surat,Student,7.83,'Less than 5 hours',Healthy,MD,7
10520,Male,27,Delhi,Student,7.48,'5-6 hours',Healthy,BBA,10
10522,Male,29,Chennai,Student,8.58,'Less than 5 hours',Healthy,M.Tech,10
10529,Male,26,Jaipur,Student,7.42,'5-6 hours',Healthy,BE,3
10531,Male,23,Chennai,Student,8.89,'Less than 5 hours',Moderate,MCA,9
10533,Male,28,Ghaziabad,Student,6.78,'Less than 5 hours',Healthy,B.Com,6
10544,Male,28,Kalyan,Student,8.74,'Less than 5 hours',Unhealthy,B.Pharm,10
10546,Female,26,Hyderabad,Student,9.94,'7-8 hours',Unhealthy,B.Pharm,3
10561,Female,25,Srinagar,Student,7.21,'7-8 hours',Healthy,MCA,6
10569,Male,20,Ghaziabad,Student,8.64,'7-8 hours',Unhealthy,'Class 12',4
10572,Female,24,Lucknow,Student,9.44,'5-6 hours',Unhealthy,MSc,7
10586,Male,30,Rajkot,Student,8.04,'5-6 hours',Moderate,MSc,10
10598,Female,28,Varanasi,Student,5.74,'Less than 5 hours',Moderate,B.Pharm,11
10599,Male,21,Srinagar,Student,8.28,'Less than 5 hours',Healthy,B.Arch,8
10609,Male,25,Nashik,Student,9.71,'Less than 5 hours',Healthy,M.Tech,3
10612,Male,19,Ghaziabad,Student,8.01,'7-8 hours',Healthy,'Class 12',11
10615,Female,34,Lucknow,Student,5.9,'7-8 hours',Moderate,B.Ed,5
10616,Male,25,Vadodara,Student,9.67,'Less than 5 hours',Healthy,M.Ed,2
10624,Male,28,Kalyan,Student,6.08,'7-8 hours',Moderate,'Class 12',4
10625,Female,32,Pune,Student,5.32,'Less than 5 hours',Healthy,LLB,11
10626,Male,33,Lucknow,Student,7.88,'7-8 hours',Unhealthy,M.Tech,11
10628,Female,30,Lucknow,Student,7.25,'7-8 hours',Moderate,PhD,10
10629,Female,19,Ludhiana,Student,5.6,'Less than 5 hours',Moderate,'Class 12',6
10630,Male,32,Vasai-Virar,Student,5.64,'More than 8 hours',Unhealthy,MD,10
10633,Male,28,Kalyan,Student,6.41,'7-8 hours',Moderate,BE,8
10645,Male,19,Indore,Student,6.81,'More than 8 hours',Moderate,'Class 12',12
10649,Female,33,Nashik,Student,8.7,'More than 8 hours',Moderate,B.Ed,4
10651,Female,19,Chennai,Student,5.32,'Less than 5 hours',Healthy,'Class 12',2
10658,Male,26,Faridabad,Student,8.95,'7-8 hours',Moderate,'Class 12',2
10661,Female,31,Vasai-Virar,Student,8.62,'7-8 hours',Healthy,BSc,7
10664,Male,34,Visakhapatnam,Student,9.94,'More than 8 hours',Healthy,MCA,6
10678,Female,25,Ahmedabad,Student,5.85,'7-8 hours',Unhealthy,B.Arch,11
10681,Female,33,Kolkata,Student,9.21,'Less than 5 hours',Moderate,M.Ed,6
10682,Male,24,Ahmedabad,Student,7.32,'7-8 hours',Unhealthy,BSc,7
10685,Female,21,Chennai,Student,8.28,'Less than 5 hours',Unhealthy,MD,8
10693,Female,19,Ahmedabad,Student,5.32,'Less than 5 hours',Unhealthy,'Class 12',12
