User ID,Age,Workout Type,Workout Duration (mins),Calories Burned,Heart Rate (bpm),Workout Intensity,Sleep Hours,Body Fat (%)
1940,23,Cardio,107,352,108,High,9.1,28.5
1941,48,Cardio,33,159,124,High,6.8,28.5
1942,21,Yoga,99,750,126,High,8,28.5
1943,53,Yoga,46,982,80,Low,7.7,28.5
1944,19,Cycling,67,434,115,Medium,4.1,28.5
1945,37,Strength,80,178,80,Low,8.4,28.5
1946,36,Running,65,886,159,High,9.7,28.5
1947,33,Running,119,473,172,Low,7.9,28.5
1948,25,Cardio,13,464,178,Low,7.4,28.5
1949,51,Yoga,76,859,119,Medium,7.4,28.5
1950,51,Running,24,103,115,High,8.7,28.5
1951,19,Strength,108,709,105,Low,6.2,28.5
1952,32,Strength,18,809,139,Medium,9.9,28.5
1953,40,Yoga,92,487,148,Medium,8.7,28.5
1954,25,Strength,15,533,94,High,5.9,28.5
1955,58,HIIT,40,604,119,High,7,28.5
1956,18,HIIT,74,560,145,High,7.2,28.5
1957,32,Yoga,54,185,91,Low,5.2,28.5
1958,29,Yoga,115,248,123,Medium,6.9,28.5
1959,46,Cardio,105,339,117,Medium,4.9,28.5
1960,39,Cycling,68,845,169,Medium,8.4,28.5
1961,30,Strength,77,185,113,Low,8.3,28.5
1962,51,HIIT,62,164,132,Low,9.8,28.5
1963,47,Cardio,62,888,167,Low,5.1,28.5
1964,45,Running,67,307,80,Low,7.4,28.5
1965,39,Cardio,58,391,175,Low,7.6,28.5
1966,33,HIIT,52,290,172,Low,5.6,28.5
1967,23,Cycling,40,624,165,Low,7.5,28.5
1968,37,Cycling,93,473,142,High,6.5,28.5
1969,48,Strength,99,638,126,Medium,9.4,28.5
1970,53,Cardio,66,631,109,High,9.4,28.5
1971,56,Cardio,59,206,86,Medium,8.7,28.5
1972,53,Cycling,106,305,152,High,8.2,28.5
1973,42,Strength,82,493,104,Medium,5.6,28.5
1974,39,Strength,45,328,100,Medium,5.1,28.5
1975,32,HIIT,69,823,154,Low,8.9,28.5
1976,38,Running,26,290,173,Low,8.1,28.5
1977,41,Cardio,61,341,81,Medium,7,28.5
1978,45,Yoga,76,825,163,Low,5.5,28.5
1979,55,Cardio,64,215,100,Low,6.5,28.5
1980,28,Cardio,108,759,112,Medium,4.9,28.5
1981,56,HIIT,24,595,121,High,8.9,28.5
1982,38,Cardio,12,222,148,Medium,6.9,28.5
1983,20,HIIT,119,968,105,Medium,7.9,28.5
1984,40,Yoga,11,344,124,High,7.4,28.5
1985,59,Running,19,586,97,Medium,9.1,28.5
1986,30,Cardio,33,453,177,Low,7.4,28.5
1987,27,HIIT,102,989,165,Medium,5.7,28.5
1988,38,Strength,114,174,95,Medium,5.8,28.5
1989,24,Strength,66,653,179,Medium,7.2,28.5
1990,24,Strength,23,735,157,High,7.6,28.5
1991,51,Running,54,156,93,High,5.9,28.5
1992,23,Cycling,85,310,96,High,7,28.5
1993,26,Cycling,43,854,148,Low,8.9,28.5
1994,23,Cycling,79,435,147,Low,8.4,28.5
1995,58,Cardio,56,239,123,Medium,7.5,28.5
1996,23,Strength,69,258,84,High,9.8,28.5
1997,45,HIIT,29,313,130,Medium,5.6,28.5
1998,28,Yoga,35,369,85,High,5.3,28.5
1999,41,Cycling,24,461,158,High,8.1,28.5
2000,38,Cardio,104,103,92,Low,9.6,28.5
2001,19,Yoga,87,668,90,High,8.1,28.5
2002,35,Cycling,89,282,173,Low,9.7,28.5
2003,56,Yoga,70,552,157,Low,6.6,28.5
2004,51,Yoga,47,962,81,High,6.9,28.5
2005,37,Running,67,408,124,High,10,28.5
2006,34,HIIT,119,109,167,High,6.4,28.5
2007,30,Strength,34,243,141,High,6.1,28.5
2008,48,HIIT,101,350,152,Low,4.7,28.5
2009,30,HIIT,113,439,173,High,8.9,28.5
2010,59,Cycling,89,884,109,Low,8.3,28.5
2011,25,Cardio,103,664,102,High,4.3,28.5
2012,21,Cycling,28,928,126,Medium,9.4,28.5
2013,18,Cardio,56,776,126,High,8.9,28.5
2014,59,Cardio,77,189,124,Low,5.4,28.5
2015,31,Yoga,61,647,176,Medium,5,28.5
2016,32,Cardio,110,215,107,High,7.7,28.5
2017,25,Cycling,91,255,101,High,5.1,28.5
2018,56,Cycling,41,737,137,Medium,7.6,28.5
2019,18,HIIT,22,524,176,High,4.6,28.5
2020,25,Yoga,43,670,89,Low,7.5,28.5
2021,32,Strength,53,279,110,Low,4.2,28.5
2022,32,Cardio,65,279,80,Low,4.7,28.5
2023,26,Cardio,79,865,96,High,9.5,28.5
2024,54,Cycling,76,982,168,Medium,8.1,28.5
2025,57,HIIT,71,118,109,Medium,5.1,28.5
2026,46,Cardio,23,481,153,Low,5.7,28.5
2027,21,Running,14,200,150,Low,9.3,28.5
2028,33,Strength,111,598,169,Low,7.7,28.5
2029,57,Running,25,746,82,Low,6.7,28.5
2030,44,Running,55,595,120,Low,8.9,28.5
2031,27,Cycling,16,801,114,Low,4.1,28.5
2032,27,HIIT,21,223,133,Medium,8.4,28.5
2033,36,Running,44,834,108,High,9,28.5
2034,55,Yoga,94,755,93,High,6.3,28.5
2035,38,Cardio,15,791,172,High,9.8,28.5
2036,41,Cardio,92,830,159,Low,8.4,28.5
2037,38,Strength,25,618,172,High,8.5,28.5
2038,37,Cycling,47,984,140,Medium,5.2,28.5
2039,41,HIIT,10,617,113,High,6.7,28.5
2040,45,Strength,75,483,136,Medium,8.2,28.5
2041,37,Cardio,15,732,87,Low,9,28.5
2042,59,Cycling,47,347,173,Low,7,28.5
2043,37,HIIT,113,539,122,Low,8.6,28.5
2044,27,Cycling,36,191,148,High,4,28.5
2045,20,HIIT,54,329,119,Low,7.3,28.5
2046,43,HIIT,39,530,123,Low,5.4,28.5
2047,34,Yoga,23,487,147,Low,4.6,28.5
2048,34,Running,53,845,95,High,7.3,28.5
2049,28,Cardio,48,450,90,Low,5.9,28.5
2050,46,Cycling,98,420,118,Low,9.5,28.5
2051,47,Cardio,93,984,145,High,4.2,28.5
2052,45,Yoga,107,567,112,Medium,4.2,28.5
2053,37,Cardio,110,676,122,High,4.8,28.5
2054,55,HIIT,41,938,107,Medium,4.3,28.5
2055,22,Running,13,361,146,High,8.1,28.5
2056,44,Cycling,30,513,100,High,6.3,28.5
2057,35,Cardio,40,553,103,Low,9,28.5
2058,50,Yoga,108,727,150,Medium,4.6,28.5
2059,45,Running,31,266,102,Low,6,28.5
2060,34,Running,88,220,170,High,6.4,28.5
2061,52,Cycling,58,659,85,Medium,7.7,28.5
2062,18,Cardio,95,847,126,High,7.1,28.5
2063,24,Yoga,65,432,155,Medium,8.6,28.5
2064,20,Cardio,112,408,115,Low,8.4,28.5
2065,31,Cycling,11,910,155,Low,4.2,28.5
2066,49,Yoga,118,987,177,High,6.3,28.5
2067,20,Yoga,117,156,164,Low,8.4,28.5
2068,59,Strength,92,689,116,Low,6.5,28.5
2069,28,Running,116,849,81,High,6.9,28.5
2070,36,Strength,44,175,88,High,5.9,28.5
2071,59,HIIT,114,573,172,Low,4.4,28.5
2072,30,HIIT,58,460,114,Medium,6.6,28.5
2073,29,Running,24,624,175,Low,6.2,28.5
2074,40,HIIT,32,821,149,Medium,9.8,28.5
2075,20,Strength,68,695,113,High,9.8,28.5
2076,33,Yoga,49,958,83,Low,8.6,28.5
2077,18,Running,67,423,126,Medium,6.3,28.5
2078,35,HIIT,14,389,125,Low,6.6,28.5
2079,50,Running,67,660,172,High,7.5,28.5
2080,18,Strength,12,148,160,High,6.8,28.5
2081,51,HIIT,77,959,154,Low,4.3,28.5
2082,32,Cardio,97,354,143,Medium,7.9,28.5
2083,23,Strength,11,782,97,Low,7.9,28.5
2084,37,Yoga,57,118,136,Low,5.2,28.5
2085,38,Cardio,97,724,129,High,4.8,28.5
2086,58,Cardio,41,965,101,High,4.1,28.5
2087,31,Running,91,183,96,Low,4.7,28.5
2088,27,Strength,110,300,153,Low,5.7,28.5
2089,24,Cycling,96,458,85,High,8.1,28.5
2090,56,HIIT,15,344,107,High,8.7,28.5
2091,40,Cardio,106,151,89,High,4.7,28.5
2092,53,Cycling,64,639,81,Medium,4.3,28.5
2093,20,Cardio,92,501,156,Medium,6.5,28.5
2094,27,HIIT,21,939,155,Low,9.3,28.5
2095,55,HIIT,53,771,132,Medium,9.3,28.5
2096,20,Yoga,98,221,122,High,4.4,28.5
2097,24,HIIT,95,972,91,High,9.7,28.5
2098,38,HIIT,53,761,101,Low,8.3,28.5
2099,59,Running,87,716,114,Medium,6.4,28.5
2100,34,Yoga,29,656,151,Medium,8.3,28.5
2101,30,Cycling,100,789,121,Low,7,28.5
2102,35,Strength,83,751,115,High,4.8,28.5
2103,34,Cycling,33,298,140,Low,6.7,28.5
2104,36,Strength,30,692,105,Medium,4.9,28.5
2105,56,HIIT,41,929,173,Medium,5.9,28.5
2106,39,Cycling,45,584,124,Medium,5.5,28.5
2107,48,Yoga,41,553,168,Medium,5.9,28.5
2108,49,Cycling,118,831,153,High,7,28.5
2109,47,Strength,18,612,167,Low,5.1,28.5
2110,21,Yoga,27,586,177,Medium,7.5,28.5
2111,43,Strength,66,159,97,Low,4.4,28.5
2112,39,Cardio,41,140,114,High,8.1,28.5
2113,57,Strength,58,618,160,High,5.7,28.5
2114,34,Cardio,82,775,144,Medium,4.6,28.5
2115,49,Strength,42,910,166,High,8.8,28.5
2116,50,Cardio,118,889,94,Low,8.1,28.5
2117,35,Cardio,101,482,137,High,7,28.5
2118,26,HIIT,112,117,96,Low,8.3,28.5
2119,21,Strength,75,994,133,High,4.4,28.5
2120,48,Running,108,172,110,High,4.5,28.5
2121,49,Strength,105,581,147,High,7,28.5
2122,35,Running,79,688,162,Low,5.1,28.5
2123,47,Running,98,328,134,Medium,7.8,28.5
2124,26,HIIT,36,230,84,Low,8.5,28.5
2125,21,Yoga,13,386,149,High,5.5,28.5
2126,37,HIIT,90,573,102,Medium,9.7,28.5
2127,49,Running,44,438,118,High,5.5,28.5
2128,40,HIIT,37,862,159,Low,9.7,28.5
2129,51,Running,83,231,138,Medium,6.6,28.5
2130,45,Cycling,111,923,123,High,9.4,28.5
2131,35,Cycling,37,644,137,Medium,6.5,28.5
2132,49,Cardio,62,250,147,Medium,5.3,28.5
2133,46,HIIT,65,324,111,Low,6.7,28.5
2134,32,Strength,37,964,115,Medium,5.9,28.5
2135,55,Cycling,108,907,167,Medium,6.3,28.5
2136,18,Strength,10,964,157,Low,5.6,28.5
2137,52,HIIT,74,429,81,Low,7.7,28.5
2138,38,Strength,59,858,162,High,5.9,28.5
2139,53,HIIT,91,147,91,High,9.3,28.5
2140,56,HIIT,27,660,82,High,5.7,28.5
2141,49,Cycling,38,301,161,Low,7.2,28.5
2142,38,Running,43,944,167,High,8.1,28.5
2143,20,HIIT,54,539,86,Medium,6.6,28.5
2144,24,Strength,91,386,97,Low,5.3,28.5
2145,47,HIIT,119,434,87,Medium,6.2,28.5
2146,24,Running,35,888,129,Medium,6.3,28.5
2147,25,Cardio,73,504,119,Low,5.7,28.5
2148,53,Yoga,55,507,83,Low,9.8,28.5
2149,30,HIIT,80,591,148,Low,7,28.5
2150,18,Yoga,26,770,90,Medium,6.5,28.5
2151,35,HIIT,87,697,106,Low,6.5,28.5
2152,41,Yoga,72,231,91,High,8.5,28.5
2153,59,Yoga,104,677,141,High,6.2,28.5
2154,23,HIIT,58,572,165,Low,5.1,28.5
2155,33,Strength,37,748,167,Medium,8,28.5
2156,19,Strength,113,343,115,Low,8.1,28.5
2157,42,HIIT,46,154,133,High,5.4,28.5
2158,55,Yoga,82,827,100,High,7.2,28.5
2159,55,HIIT,108,145,161,Low,9.2,28.5
2160,44,Yoga,72,641,164,High,4.5,28.5
2161,21,Cycling,21,284,127,High,9.2,28.5
2162,28,Cardio,29,271,143,High,5.5,28.5
2163,38,Yoga,63,745,139,Medium,9,28.5
2164,40,HIIT,42,174,83,Medium,6.3,28.5
2165,55,Cardio,24,675,135,Medium,5.3,28.5
2166,22,Yoga,34,708,156,Low,8.7,28.5
2167,28,Yoga,23,817,85,Low,8.4,28.5
2168,44,Yoga,83,314,80,Low,9.4,28.5
2169,40,Strength,52,298,86,High,8.6,28.5
2170,42,HIIT,97,907,104,Low,5.5,28.5
2171,43,Cycling,114,424,109,High,4.6,28.5
2172,32,HIIT,23,188,116,Low,4.9,28.5
2173,55,Strength,65,581,166,High,4.2,28.5
2174,48,Cycling,40,867,91,Low,6.9,28.5
2175,49,Cardio,44,344,125,Low,4.5,28.5
2176,32,Strength,16,515,167,Medium,6.7,28.5
2177,40,HIIT,88,595,159,Medium,9.6,28.5
2178,19,Running,101,180,84,Medium,9,28.5
2179,32,Yoga,116,848,161,Low,4.9,28.5
2180,56,Running,99,434,126,Low,8.6,28.5
2181,50,Yoga,13,963,89,Medium,6.6,28.5
2182,57,Yoga,49,426,88,High,7.3,28.5
2183,35,Yoga,110,173,127,Low,5.6,28.5
2184,46,Yoga,48,833,107,Low,4.8,28.5
2185,32,Running,98,424,126,High,7.6,28.5
2186,56,Running,81,340,129,Low,9.4,28.5
2187,32,Yoga,61,618,101,Medium,7.1,28.5
2188,28,Cycling,72,750,115,Low,6.1,28.5
2189,53,Cycling,119,977,109,Low,6.7,28.5
2190,57,Strength,14,466,123,Medium,5.9,28.5
2191,58,Strength,20,559,143,Medium,4.2,28.5
2192,33,Strength,49,364,155,Medium,7.8,28.5
2193,20,Cardio,41,991,116,High,4.2,28.5
2194,52,HIIT,86,570,170,Medium,4.6,28.5
2195,42,Running,108,544,96,Medium,4.4,28.5
2196,34,Strength,74,511,97,Low,5,28.5
2197,36,HIIT,111,994,175,Low,6.8,28.5
2198,43,Cardio,46,616,106,High,5.9,28.5
2199,48,Yoga,118,949,134,Medium,6.2,28.5
2200,22,Running,90,556,135,Medium,6.1,28.5
2201,24,Yoga,117,443,127,Low,5.5,28.5
2202,40,HIIT,19,914,167,Medium,8,28.5
2203,44,Cycling,73,743,178,High,6.7,28.5
2204,36,Cycling,39,570,96,Medium,9,28.5
2205,54,Strength,12,742,106,High,9.5,28.5
2206,44,HIIT,88,752,136,Medium,8.2,28.5
2207,57,Cardio,86,918,172,Medium,4.9,28.5
2208,29,Strength,13,627,107,High,4.2,28.5
2209,57,Cycling,67,340,136,Low,5.2,28.5
2210,55,Strength,26,813,148,High,6.9,28.5
2211,52,Yoga,92,302,154,Medium,9.2,28.5
2212,24,HIIT,25,741,167,High,9.4,28.5
2213,35,Cardio,39,557,109,Low,6.9,28.5
2214,19,Cycling,30,707,170,High,7.5,28.5
2215,18,Cycling,18,492,137,Medium,4.6,28.5
2216,59,HIIT,23,553,117,High,4.3,28.5
2217,45,Strength,90,503,139,Medium,6.8,28.5
2218,55,Cycling,74,121,86,High,4,28.5
2219,22,Running,100,811,118,Medium,6,28.5
2220,55,Cardio,110,159,119,High,9.7,28.5
2221,48,Cardio,87,310,94,Medium,6.1,28.5
2222,58,Strength,39,305,119,High,5.7,28.5
2223,53,Cycling,71,641,92,High,6.9,28.5
2224,51,Cycling,100,736,122,Low,5.2,28.5
2225,58,Running,32,698,125,High,6.8,28.5
2226,57,Strength,46,819,117,Medium,4.7,28.5
2227,34,Strength,53,119,175,Low,7,28.5
2228,56,HIIT,115,448,130,Medium,4.9,28.5
2229,29,Yoga,53,358,149,Medium,5.3,28.5
2230,49,Strength,10,813,116,Low,9.7,28.5
2231,44,Yoga,25,485,136,High,8.4,28.5
2232,29,Cycling,18,805,173,High,8.4,28.5
2233,39,HIIT,27,907,155,Low,5.6,28.5
2234,34,Yoga,36,561,129,Low,9.7,28.5
2235,59,Strength,91,933,88,Low,4.3,28.5
2236,56,Yoga,17,634,178,Medium,7.9,28.5
2237,52,Strength,111,978,103,Low,5.1,28.5
2238,28,Yoga,116,492,131,Low,7,28.5
2239,51,Running,63,530,123,Low,9.5,28.5
2240,40,Yoga,99,418,156,High,8.9,28.5
2241,44,Yoga,18,420,177,Medium,5.5,28.5
2242,23,Running,47,766,155,Medium,4.6,28.5
2243,59,Cycling,111,578,143,High,8.2,28.5
2244,40,Running,20,198,149,Low,6.7,28.5
2245,28,Cycling,81,216,113,Medium,6.1,28.5
2246,53,Yoga,43,709,87,High,9.9,28.5
2247,48,Cardio,113,316,162,Low,7.1,28.5
2248,55,Strength,92,355,152,High,7.7,28.5
2249,56,HIIT,43,883,105,High,9,28.5
2250,22,Running,39,418,156,Medium,4.7,28.5
2251,41,Yoga,102,407,108,Low,6.6,28.5
2252,52,Cycling,108,516,171,Medium,9.6,28.5
2253,52,HIIT,107,831,81,High,8.5,28.5
2254,48,HIIT,71,487,117,Low,9.3,28.5
2255,25,Running,53,314,136,High,7.6,28.5
2256,19,Cardio,74,259,98,Medium,5,28.5
2257,31,Yoga,70,435,172,High,9.9,28.5
2258,47,Yoga,58,787,120,Low,4.7,28.5
2259,26,Running,73,196,117,Low,8.1,28.5
2260,28,Cardio,110,610,143,Low,5.9,28.5
2261,54,Yoga,92,691,134,Medium,8.9,28.5
2262,44,HIIT,22,454,110,High,8.5,28.5
2263,30,Strength,75,397,169,High,7.6,28.5
2264,59,HIIT,116,698,123,High,5.6,28.5
2265,42,Strength,118,717,136,High,6.9,28.5
2266,58,Cardio,63,256,141,Medium,7.7,28.5
2267,46,Running,20,891,91,Low,7.2,28.5
2268,33,Yoga,19,229,90,Medium,7.6,28.5
2269,48,Cycling,61,419,93,Medium,6.8,28.5
2270,30,Yoga,57,259,164,Low,4.8,28.5
2271,59,Cycling,31,224,168,Medium,9.6,28.5
2272,34,Running,57,609,99,High,5,28.5
2273,19,HIIT,89,117,88,Low,7.1,28.5
2274,58,Cardio,69,660,95,Low,7.9,28.5
2275,20,Strength,51,878,117,Medium,9.2,28.5
2276,57,Running,81,215,110,Low,4.9,28.5
2277,47,Strength,85,770,109,Low,9,28.5
2278,27,Cycling,111,938,108,Medium,8.6,28.5
2279,49,Running,58,618,153,Medium,4.8,28.5
2280,30,Strength,62,195,139,Medium,8.2,28.5
2281,47,HIIT,17,848,103,Medium,7.3,28.5
2282,29,Running,33,885,120,Low,5.3,28.5
2283,47,HIIT,77,820,103,High,7.1,28.5
2284,45,Cycling,100,704,134,Low,8.7,28.5
2285,40,HIIT,61,550,121,Low,5.5,28.5
2286,49,Strength,98,238,117,Medium,4,28.5
2287,24,Cycling,32,454,107,High,8,28.5
2288,36,Strength,93,243,145,High,7.1,28.5
2289,27,Running,108,786,118,High,7.6,28.5
2290,56,Yoga,114,868,100,Low,6.7,28.5
2291,19,Cardio,50,732,110,Medium,6.7,28.5
2292,19,Cycling,119,985,179,High,4.7,28.5
2293,53,HIIT,23,797,93,Medium,9.3,28.5
2294,18,Running,73,359,106,Medium,5.7,28.5
2295,19,Yoga,84,697,116,High,9.5,28.5
2296,55,Yoga,68,755,107,Medium,6.3,28.5
2297,50,Strength,34,312,80,Low,6.5,28.5
2298,56,Cycling,39,504,123,High,9.8,28.5
2299,29,Strength,66,203,121,Low,7.8,28.5
2300,55,Running,82,230,155,Low,7.6,28.5
2301,53,Strength,27,413,150,High,9.6,28.5
2302,55,Cycling,64,160,151,Low,8.7,28.5
2303,52,Yoga,61,403,169,Low,7.7,28.5
2304,43,Running,63,286,155,Low,5.6,28.5
2305,50,Strength,38,469,104,Medium,7.3,28.5
2306,47,Strength,76,313,88,High,9.1,28.5
2307,59,Strength,100,557,167,Low,7.1,28.5
2308,26,HIIT,103,385,135,Low,6.6,28.5
2309,52,Yoga,96,294,158,High,9.1,28.5
2310,57,Cycling,92,382,114,Low,9.7,28.5
2311,20,Cycling,24,522,179,Medium,6.5,28.5
2312,40,HIIT,41,809,153,Medium,6.7,28.5
2313,41,Strength,49,446,133,Low,9.2,28.5
2314,21,Cardio,63,162,86,Low,6.9,28.5
2315,51,Cycling,105,747,93,Medium,9.8,28.5
2316,20,Cardio,81,607,132,Medium,6.5,28.5
2317,47,Cardio,82,974,152,Low,9.7,28.5
2318,28,Cycling,77,833,103,Medium,4.9,28.5
2319,24,Cardio,81,257,103,Medium,7.7,28.5
2320,47,Cycling,62,960,161,Low,4.7,28.5
2321,33,HIIT,43,875,85,High,8,28.5
2322,51,Cardio,68,436,172,Low,6.8,28.5
2323,37,Cycling,99,830,127,High,7.4,28.5
2324,42,HIIT,62,105,89,High,4.1,28.5
2325,45,Cycling,22,745,86,Low,5.3,28.5
2326,28,Strength,59,747,128,Medium,4.5,28.5
2327,49,Strength,38,688,144,Medium,8.5,28.5
2328,56,Running,43,924,100,Medium,6.7,28.5
2329,22,Strength,37,132,123,High,4.4,28.5
2330,23,Cardio,119,274,117,Low,8.5,28.5
2331,26,Yoga,32,736,149,High,7.5,28.5
2332,28,Cycling,89,719,106,Medium,4.2,28.5
2333,27,HIIT,47,975,153,Low,7.9,28.5
2334,43,Cardio,35,890,162,Medium,8.3,28.5
2335,49,Cycling,63,151,143,Medium,6.7,28.5
2336,24,Running,119,654,119,Medium,8.5,28.5
2337,41,Yoga,96,917,107,Medium,7.4,28.5
2338,36,Cardio,82,751,103,Low,8.6,28.5
2339,36,Yoga,50,266,140,Medium,8.1,28.5
2340,18,Yoga,71,261,176,Medium,8.1,28.5
2341,42,Running,101,363,122,Low,4.7,28.5
2342,55,Strength,114,818,171,Medium,7.9,28.5
2343,55,Running,105,222,119,Low,5.6,28.5
2344,53,Cardio,45,906,136,Low,9.5,28.5
2345,51,HIIT,113,453,126,High,4.5,28.5
2346,58,Yoga,70,209,138,Medium,9.1,28.5
2347,53,HIIT,119,120,131,Medium,6,28.5
2348,53,Cycling,46,755,164,High,5.4,28.5
2349,46,Running,109,931,107,Medium,7.3,28.5
2350,41,Yoga,35,728,168,High,5.3,28.5
2351,19,Cycling,47,316,95,Medium,5.5,28.5
2352,30,Cardio,117,923,115,High,8.5,28.5
2353,21,Yoga,36,209,113,Medium,9.4,28.5
2354,20,HIIT,11,814,93,High,9.2,28.5
2355,34,Running,16,438,120,High,6.5,28.5
2356,39,Cycling,28,852,179,Medium,4.6,28.5
2357,39,Cycling,36,649,178,Low,9.6,28.5
2358,23,Strength,80,816,105,High,8.7,28.5
2359,23,Cycling,14,472,165,Medium,9.7,28.5
2360,53,Running,47,264,151,Medium,8.2,28.5
2361,33,Yoga,16,277,148,High,7.3,28.5
2362,49,Yoga,56,905,178,Medium,4,28.5
2363,42,Running,81,168,91,High,7.8,28.5
2364,20,Yoga,108,452,107,High,6.5,28.5
2365,47,Cycling,73,831,104,High,7.7,28.5
2366,34,Cardio,22,165,156,High,9.6,28.5
2367,27,Yoga,89,857,143,Medium,7.9,28.5
2368,23,HIIT,27,335,132,Medium,7.9,28.5
2369,46,Running,19,961,94,Medium,9.6,28.5
2370,58,Yoga,50,614,136,High,6.4,28.5
2371,47,Cycling,65,397,102,Low,5,28.5
2372,36,Cycling,106,951,160,Low,5.5,28.5
2373,41,Cycling,77,699,87,Low,8.6,28.5
2374,31,HIIT,42,192,134,High,6.6,28.5
2375,55,Yoga,116,837,118,Medium,6.6,28.5
2376,58,Yoga,69,126,152,High,5.6,28.5
2377,22,Running,62,478,97,Low,5.8,28.5
2378,20,Cycling,40,600,163,Medium,8.4,28.5
2379,45,Strength,48,153,120,High,7.4,28.5
2380,46,Cardio,105,266,82,Low,7.4,28.5
2381,51,Cycling,41,618,101,High,7.6,28.5
2382,36,Strength,80,420,103,Low,8.9,28.5
2383,22,HIIT,90,826,161,High,8.7,28.5
2384,45,Cardio,33,868,147,Low,7.2,28.5
2385,25,Cardio,70,450,121,Low,9.3,28.5
2386,21,Cycling,103,133,133,High,5.6,28.5
2387,41,HIIT,117,213,117,Low,7,28.5
2388,26,Cycling,32,430,156,Low,5.7,28.5
2389,50,Strength,103,724,164,Medium,5.1,28.5
2390,55,Running,69,314,162,Low,6.4,28.5
2391,42,Strength,45,805,112,High,4.5,28.5
2392,28,HIIT,47,500,142,Medium,8.9,28.5
2393,24,Strength,66,334,102,Medium,4.1,28.5
2394,21,Strength,22,257,161,Low,9.8,28.5
2395,26,Cardio,80,454,143,Low,6.5,28.5
2396,55,Strength,61,657,157,Medium,4.2,28.5
2397,27,Cycling,21,179,127,Low,9.8,28.5
2398,45,HIIT,67,761,90,Medium,9.3,28.5
2399,23,HIIT,38,428,158,Low,8.6,28.5
2400,56,Strength,85,930,120,Medium,8.8,28.5
2401,47,HIIT,96,539,151,Low,9.1,28.5
2402,48,Cycling,62,723,129,Medium,8.8,28.5
2403,34,HIIT,105,836,89,Medium,7.9,28.5
2404,36,Yoga,29,864,103,High,5.6,28.5
2405,53,Strength,42,402,160,Medium,5,28.5
2406,56,Cardio,67,660,134,Low,6.3,28.5
2407,34,Cycling,56,830,89,Low,9.7,28.5
2408,55,Cycling,104,545,131,Medium,9.2,28.5
2409,56,Cardio,40,478,106,Medium,7.4,28.5
2410,47,Strength,77,260,91,High,4.6,28.5
2411,32,Running,72,305,80,Medium,4.2,28.5
2412,37,Running,27,421,82,High,5.1,28.5
2413,55,Strength,109,161,95,High,6.6,28.5
2414,46,Yoga,104,658,80,Medium,8.2,28.5
2415,42,Cycling,90,445,176,High,8.1,28.5
2416,20,Yoga,11,388,149,High,4.3,28.5
2417,32,Running,42,420,97,High,8.3,28.5
2418,51,HIIT,32,312,97,High,6.8,28.5
2419,30,Yoga,103,388,86,Low,4.1,28.5
2420,32,Yoga,110,429,150,Medium,9.5,28.5
2421,31,Running,72,503,98,High,6.5,28.5
2422,45,Running,33,212,115,Low,5.6,28.5
2423,33,Cycling,21,636,105,Medium,4.9,28.5
2424,57,HIIT,53,167,139,Low,5.5,28.5
2425,53,Yoga,87,490,150,Medium,4.2,28.5
2426,26,Cardio,108,926,161,Medium,8.7,28.5
2427,25,HIIT,85,597,105,Medium,8.1,28.5
2428,26,Yoga,38,547,142,High,9.4,28.5
2429,54,Cycling,30,464,156,High,6.5,28.5
2430,31,Running,30,673,121,Low,7.2,28.5
2431,31,Running,22,976,100,High,7.2,28.5
2432,50,Running,54,304,159,High,5.2,28.5
2433,43,HIIT,51,874,121,Low,8.1,28.5
2434,55,HIIT,79,709,135,Medium,7.4,28.5
2435,26,Running,81,380,103,Low,8.8,28.5
2436,36,HIIT,54,158,86,Medium,8.7,28.5
2437,58,Strength,46,849,178,Medium,7.3,28.5
2438,54,Strength,66,189,91,Low,8.6,28.5
2439,47,Running,15,986,136,High,5.7,28.5
2440,43,Yoga,13,474,125,High,9.9,28.5
2441,33,Strength,73,274,131,Low,4.8,28.5
2442,36,Cardio,79,736,94,Medium,4.4,28.5
2443,19,HIIT,45,541,112,Medium,7.9,28.5
2444,52,Cardio,10,641,163,High,4.4,28.5
2445,26,Strength,34,859,174,Medium,5.2,28.5
2446,40,HIIT,112,898,90,High,6.4,28.5
2447,39,HIIT,12,504,157,Low,4.2,28.5
2448,46,Yoga,18,578,95,Medium,8.2,28.5
2449,30,Strength,110,773,130,Low,6,28.5
2450,25,HIIT,97,400,178,High,7.8,28.5
2451,45,Strength,48,653,161,High,7.7,28.5
2452,58,Cardio,62,789,148,Medium,7.1,28.5
2453,32,HIIT,83,234,148,Medium,5.8,28.5
2454,52,HIIT,50,803,166,Medium,4.8,28.5
2455,58,HIIT,113,938,144,Medium,6.9,28.5
2456,27,Running,14,800,174,Medium,4.3,28.5
2457,52,Cardio,53,909,132,High,4.3,28.5
2458,26,Cardio,57,504,178,High,4.2,28.5
2459,22,Yoga,47,903,165,Low,7.8,28.5
2460,30,Cycling,23,266,105,Low,7,28.5
2461,25,Cycling,24,455,147,Low,9.7,28.5
2462,32,Strength,79,226,101,Medium,5.4,28.5
2463,19,Running,119,659,136,High,9.4,28.5
2464,57,Yoga,91,147,177,High,6.4,28.5
2465,38,HIIT,66,909,112,High,7.7,28.5
2466,52,Yoga,91,312,159,Medium,5.1,28.5
2467,28,Cardio,46,780,174,High,9.9,28.5
